Paper_ES	Paper_ID	Paper	Host_spp	Host_strain	Host_family	Symbiont_spp	Symbio_line	Symbio_type	Symbio_introgression	Natural_enemy_spp	NE_group	NE_line	NE_type	Temperature	Rearing	NE_infection	Uninfected_symbio_strain	Experiment	Sex	Stage	Measure	Group_measure	N_t	Mean_t	SD_t	N_c	Mean_c	SD_c	Obs
P0218	P014	Martinez_et_al_2016_A	Acyrthosiphon_pisum	CJ116	Aphididae	Hamiltonella	NA	Natural	Microinjection	Praon_pequodorum	Parasitoid	NA	Generalist	20	Broad_bean	NA	Natural	Lab	Male	Adult	Weight	Body_size	17	0.125176471	0.030645626	20	0.11385	0.020173654	From_raw_data
P0219	P116	Pons_et_al_2019	Aphis_fabae	A06-407	Aphididae	Other	NA	Natural	NA	Aphidius_colemani	Parasitoid	NA	Generalist	NA	Broad_bean	NA	Natural	Lab	NA	Adult	Weight	Body_size	48	0.15	0.04157155	180	0.191	0.044882433	NA
P0220	P116	Pons_et_al_2019	Aphis_fabae	A06-407	Aphididae	Other	NA	Natural	NA	Aphidius_colemani	Parasitoid	NA	Generalist	NA	Broad_bean	NA	Natural	Lab	NA	NA	Weight	Body_size	288	0.153	0.042402981	270	0.191	0.044882433	NA
P0221	P125	Schimid_et_al_2012	Aphis_fabae	A06-407	Aphididae	Hamiltonella	NA	Natural	Microinjection	Lysiphlebus_fabarum	Parasitoid	NA	Generalist	20	Broad_bean	NA	Natural	Lab	NA	Immature	Weight	Body_size	61	0.038	0.015620499	296	0.044	0.017204651	NA
P0222	P125	Schimid_et_al_2012	Aphis_fabae	A06-407	Aphididae	Hamiltonella	NA	Natural	Microinjection	Lysiphlebus_fabarum	Parasitoid	NA	Generalist	20	Broad_bean	NA	Natural	Lab	NA	Immature	Weight	Body_size	149	0.039	0.024413111	296	0.044	0.017204651	NA
P0223	P053	Andrews_et_al_2012	Aedes_polynesiensis	NA	Culicidae	Wolbachia	wPolA	Natural	Natural	Brugia_pahangi	Nematode	NA	Generalist	28	Sucrose_solution	Oral	Antibiotic	Lab	Female	Adult	Worm_load	NE_load	3	5.17	4.47722	3	5.5	3.905	fig2
P0224	P053	Andrews_et_al_2012	Aedes_polynesiensis	NA	Culicidae	Wolbachia	wAlbB	Not_natural	Microinjection	Brugia_pahangi	Nematode	NA	Generalist	28	Sucrose_solution	Oral	Antibiotic	Lab	Female	Adult	Worm_load	NE_load	3	2.63	2.27758	3	5.5	3.905	fig2
P0225	P068	Kambris_et_al_2009	Aedes_aegypti	NA	Culicidae	Wolbachia	wMelPop	Not_natural	Microinjection	Brugia_pahangi	Nematode	NA	Generalist	NA	Sucrose_solution	Oral	Antibiotic	Lab	Female	Adult	Worm_load	NE_load	16	0.43	0.424	42	2.07	1.6072	NA
P0226	P068	Kambris_et_al_2009	Aedes_aegypti	NA	Culicidae	Wolbachia	wMelPop	Not_natural	Microinjection	Brugia_pahangi	Nematode	NA	Generalist	NA	Sucrose_solution	Oral	Antibiotic	Lab	Female	Adult	Worm_load	NE_load	8	0.36	0.334	26	2.16	1.6827	NA
P0227	P068	Kambris_et_al_2009	Aedes_aegypti	NA	Culicidae	Wolbachia	wMelPop	Not_natural	Microinjection	Brugia_pahangi	Nematode	NA	Generalist	NA	Sucrose_solution	Oral	Antibiotic	Lab	Female	Adult	Worm_load	NE_load	12	1.05	1.063	20	2.56	2.2137	NA
P0228	P068	Kambris_et_al_2009	Aedes_aegypti	NA	Culicidae	Wolbachia	wMelPop	Not_natural	Microinjection	Brugia_pahangi	Nematode	NA	Generalist	NA	Sucrose_solution	Oral	Antibiotic	Lab	Female	Adult	Worm_load	NE_load	16	1.38	1.508	26	3.64	3.0645	NA
P0229	P058	Kambris_et_al_2010	Aedes_aegypti	NA	Culicidae	Wolbachia	wMelPop	Not_natural	Microinjection	Brugia_pahangi	Nematode	NA	Generalist	26	Sucrose_solution	Oral	Natural	Lab	Female	Adult	Worm_load	NE_load	38	1.24	1.066443623	38	2.63	1.479459361	NA
P0230	P058	Kambris_et_al_2010	Aedes_aegypti	NA	Culicidae	Wolbachia	wMelPop	Not_natural	Microinjection	Brugia_pahangi	Nematode	NA	Generalist	26	Sucrose_solution	Oral	Natural	Lab	Female	Adult	Worm_load	NE_load	23	1	0.973553799	35	2.4	1.739327456	NA
P0231	P082	Haselkorn_et_al_2013	Drosophila_falleni	NA	Drosophilidae	Spiroplasma	NA	Not_natural	Microinjection	Howardula_aoronymphium	Nematode	NA	Generalist	NA	Agaricus_bisporus	Oral	Natural	Lab	Female	Adult	Worm_size	Body_size	35	0.215	0.02	35	0.32	0.015	NA
P0232	P082	Haselkorn_et_al_2013	Drosophila_orientacea	NA	Drosophilidae	Spiroplasma	NA	Not_natural	Microinjection	Howardula_aoronymphium	Nematode	NA	Generalist	NA	Agaricus_bisporus	Oral	Natural	Lab	Female	Adult	Worm_size	Body_size	8	0.01	0	8	0.007	0	NA
P0233	P082	Haselkorn_et_al_2013	Drosophila_putrida	NA	Drosophilidae	Spiroplasma	NA	Not_natural	Microinjection	Howardula_aoronymphium	Nematode	NA	Generalist	NA	Agaricus_bisporus	Oral	Natural	Lab	Female	Adult	Worm_size	Body_size	23	0.16	0.026	23	0.35	0.024	NA
P0234	P082	Haselkorn_et_al_2013	Drosophila_testacea	NA	Drosophilidae	Spiroplasma	NA	Not_natural	Microinjection	Howardula_aoronymphium	Nematode	NA	Generalist	NA	Agaricus_bisporus	Oral	Natural	Lab	Female	Adult	Worm_size	Body_size	6	0.14	0.03	6	0.203	0.02	NA
P0235	P082	Haselkorn_et_al_2013	Drosophila_falleni	NA	Drosophilidae	Spiroplasma	NA	Not_natural	Microinjection	Howardula_spp_B	Nematode	NA	Generalist	NA	Agaricus_bisporus	Oral	Natural	Lab	Female	Adult	Worm_size	Body_size	38	0.317	0.015	38	0.359	0.015	NA
